file,subject,domain,true_idx,pred_frozen,pred_unfrozen,pred_deepface
AM15\AM15NEHR.JPG,M15,Degraded,4,5,2,0
AM15\AM15NES.JPG,M15,Degraded,4,6,1,4
AM15\AM15SAHL.JPG,M15,Degraded,5,5,2,4
AM15\AM15SAHR.JPG,M15,Degraded,5,5,2,4
AM15\AM15SAS.JPG,M15,Degraded,5,1,2,0
AM15\AM15SUHL.JPG,M15,Degraded,6,5,6,4
AM15\AM15SUHR.JPG,M15,Degraded,6,5,2,6
AM15\AM15SUS.JPG,M15,Degraded,6,5,6,4
AM24\AM24AFHL.JPG,M24,Degraded,0,1,2,4
AM24\AM24AFHR.JPG,M24,Degraded,0,5,2,6
AM24\AM24AFS.JPG,M24,Degraded,0,1,2,1
AM24\AM24ANHL.JPG,M24,Degraded,1,1,1,6
AM24\AM24ANHR.JPG,M24,Degraded,1,1,1,4
AM24\AM24ANS.JPG,M24,Degraded,1,1,1,5
AM24\AM24DIHL.JPG,M24,Degraded,2,1,2,1
AM24\AM24DIHR.JPG,M24,Degraded,2,5,2,0
AM24\AM24DIS.JPG,M24,Degraded,2,5,2,5
AM24\AM24HAHL.JPG,M24,Degraded,3,6,2,3
AM24\AM24HAHR.JPG,M24,Degraded,3,1,2,3
AM24\AM24HAS.JPG,M24,Degraded,3,1,2,0
AM24\AM24NEHL.JPG,M24,Degraded,4,1,2,6
AM24\AM24NEHR.JPG,M24,Degraded,4,1,2,3
AM24\AM24NES.JPG,M24,Degraded,4,6,2,4
AM24\AM24SAHL.JPG,M24,Degraded,5,1,2,5
AM24\AM24SAHR.JPG,M24,Degraded,5,1,0,4
AM24\AM24SAS.JPG,M24,Degraded,5,1,2,5
AM24\AM24SUHL.JPG,M24,Degraded,6,1,6,6
AM24\AM24SUHR.JPG,M24,Degraded,6,0,6,6
AM24\AM24SUS.JPG,M24,Degraded,6,6,6,4
AM28\AM28AFHL.JPG,M28,Degraded,0,5,0,1
AM28\AM28AFHR.JPG,M28,Degraded,0,1,0,1
AM28\AM28AFS.JPG,M28,Degraded,0,5,0,5
AM28\AM28ANHL.JPG,M28,Degraded,1,1,1,1
AM28\AM28ANHR.JPG,M28,Degraded,1,1,1,1
AM28\AM28ANS.JPG,M28,Degraded,1,1,1,1
AM28\AM28DIHL.JPG,M28,Degraded,2,1,2,1
AM28\AM28DIHR.JPG,M28,Degraded,2,1,2,1
AM28\AM28DIS.JPG,M28,Degraded,2,1,2,1
AM28\AM28HAHL.JPG,M28,Degraded,3,1,0,5
AM28\AM28HAHR.JPG,M28,Degraded,3,1,2,3
AM28\AM28HAS.JPG,M28,Degraded,3,1,3,3
AM28\AM28NEHL.JPG,M28,Degraded,4,1,1,1
AM28\AM28NEHR.JPG,M28,Degraded,4,1,1,1
AM28\AM28NES.JPG,M28,Degraded,4,1,1,5
AM28\AM28SAHL.JPG,M28,Degraded,5,1,2,3
AM28\AM28SAHR.JPG,M28,Degraded,5,1,2,1
AM28\AM28SAS.JPG,M28,Degraded,5,2,2,5
AM28\AM28SUHL.JPG,M28,Degraded,6,0,6,4
AM28\AM28SUHR.JPG,M28,Degraded,6,0,6,4
AM28\AM28SUS.JPG,M28,Degraded,6,0,6,6
BF01\BF01AFHL.JPG,F01,Degraded,0,5,0,0
BF01\BF01AFHR.JPG,F01,Degraded,0,0,0,0
BF01\BF01AFS.JPG,F01,Degraded,0,5,2,6
BF01\BF01ANHL.JPG,F01,Degraded,1,1,1,1
BF01\BF01ANHR.JPG,F01,Degraded,1,1,1,1
BF01\BF01ANS.JPG,F01,Degraded,1,1,1,1
BF01\BF01DIHL.JPG,F01,Degraded,2,1,2,1
BF01\BF01DIHR.JPG,F01,Degraded,2,1,1,1
BF01\BF01DIS.JPG,F01,Degraded,2,1,2,0
BF01\BF01HAHL.JPG,F01,Degraded,3,1,3,3
BF01\BF01HAHR.JPG,F01,Degraded,3,1,1,3
BF01\BF01HAS.JPG,F01,Degraded,3,5,1,3
BF01\BF01NEHL.JPG,F01,Degraded,4,1,4,1
BF01\BF01NEHR.JPG,F01,Degraded,4,1,4,1
BF01\BF01NES.JPG,F01,Degraded,4,5,1,4
BF01\BF01SAHL.JPG,F01,Degraded,5,1,2,1
BF01\BF01SAHR.JPG,F01,Degraded,5,5,0,5
BF01\BF01SAS.JPG,F01,Degraded,5,1,1,3
BF01\BF01SUHL.JPG,F01,Degraded,6,1,2,6
BF01\BF01SUHR.JPG,F01,Degraded,6,1,2,1
BF01\BF01SUS.JPG,F01,Degraded,6,5,6,6
BF05\BF05AFHL.JPG,F05,Degraded,0,1,5,1
BF05\BF05AFHR.JPG,F05,Degraded,0,1,0,6
BF05\BF05AFS.JPG,F05,Degraded,0,1,0,4
BF05\BF05ANHL.JPG,F05,Degraded,1,1,1,1
BF05\BF05ANHR.JPG,F05,Degraded,1,1,1,1
BF05\BF05ANS.JPG,F05,Degraded,1,5,1,1
BF05\BF05DIHL.JPG,F05,Degraded,2,1,2,1
BF05\BF05DIHR.JPG,F05,Degraded,2,1,2,4
BF05\BF05DIS.JPG,F05,Degraded,2,1,2,1
BF05\BF05HAHL.JPG,F05,Degraded,3,5,3,3
BF05\BF05HAHR.JPG,F05,Degraded,3,5,3,5
BF05\BF05HAS.JPG,F05,Degraded,3,2,3,3
BF05\BF05NEHL.JPG,F05,Degraded,4,5,4,5
BF05\BF05NEHR.JPG,F05,Degraded,4,5,4,0
BF05\BF05NES.JPG,F05,Degraded,4,2,0,4
BF05\BF05SAHL.JPG,F05,Degraded,5,5,5,1
BF05\BF05SAHR.JPG,F05,Degraded,5,1,5,5
BF05\BF05SAS.JPG,F05,Degraded,5,5,5,0
BF05\BF05SUHL.JPG,F05,Degraded,6,1,6,0
BF05\BF05SUHR.JPG,F05,Degraded,6,5,6,0
BF05\BF05SUS.JPG,F05,Degraded,6,6,6,6
BF10\BF10AFHL.JPG,F10,Degraded,0,6,2,5
BF10\BF10AFHR.JPG,F10,Degraded,0,1,2,0
BF10\BF10AFS.JPG,F10,Degraded,0,6,2,0
BF10\BF10ANHL.JPG,F10,Degraded,1,0,2,0
BF10\BF10ANHR.JPG,F10,Degraded,1,1,2,0
BF10\BF10ANS.JPG,F10,Degraded,1,5,2,0
BF10\BF10DIHL.JPG,F10,Degraded,2,6,2,0
BF10\BF10DIHR.JPG,F10,Degraded,2,0,2,0
BF10\BF10DIS.JPG,F10,Degraded,2,6,2,3
BF10\BF10HAHL.JPG,F10,Degraded,3,6,2,4
BF10\BF10HAHR.JPG,F10,Degraded,3,1,2,3
BF10\BF10HAS.JPG,F10,Degraded,3,6,2,3
BF10\BF10NEHL.JPG,F10,Degraded,4,5,2,5
BF10\BF10NEHR.JPG,F10,Degraded,4,6,2,4
BF10\BF10NES.JPG,F10,Degraded,4,5,2,0
BF10\BF10SAHL.JPG,F10,Degraded,5,6,2,0
BF10\BF10SAHR.JPG,F10,Degraded,5,6,2,4
BF10\BF10SAS.JPG,F10,Degraded,5,6,2,5
BF10\BF10SUHL.JPG,F10,Degraded,6,0,2,0
BF10\BF10SUHR.JPG,F10,Degraded,6,1,2,4
BF10\BF10SUS.JPG,F10,Degraded,6,6,2,5
BF13\BF13AFHL.JPG,F13,Degraded,0,5,6,0
BF13\BF13AFHR.JPG,F13,Degraded,0,5,6,6
BF13\BF13AFS.JPG,F13,Degraded,0,5,6,3
BF13\BF13ANHL.JPG,F13,Degraded,1,1,2,2
BF13\BF13ANHR.JPG,F13,Degraded,1,1,1,5
BF13\BF13ANS.JPG,F13,Degraded,1,5,2,2
BF13\BF13DIHL.JPG,F13,Degraded,2,5,2,1
BF13\BF13DIHR.JPG,F13,Degraded,2,5,2,5
BF13\BF13DIS.JPG,F13,Degraded,2,5,2,0
BF13\BF13HAHL.JPG,F13,Degraded,3,5,2,2
BF13\BF13HAHR.JPG,F13,Degraded,3,2,3,3
BF13\BF13HAS.JPG,F13,Degraded,3,0,5,5
BF13\BF13NEHL.JPG,F13,Degraded,4,5,6,4
BF13\BF13NES.JPG,F13,Degraded,4,1,1,4
BF13\BF13SAHL.JPG,F13,Degraded,5,6,2,0
BF13\BF13SAHR.JPG,F13,Degraded,5,5,2,5
BF13\BF13SAS.JPG,F13,Degraded,5,5,5,5
BF13\BF13SUHL.JPG,F13,Degraded,6,5,6,3
BF13\BF13SUHR.JPG,F13,Degraded,6,5,0,5
BF13\BF13SUS.JPG,F13,Degraded,6,0,6,4
BF31\BF31AFHL.JPG,F31,Degraded,0,5,0,0
BF31\BF31AFHR.JPG,F31,Degraded,0,5,0,0
BF31\BF31AFS.JPG,F31,Degraded,0,1,0,0
BF31\BF31ANHL.JPG,F31,Degraded,1,5,2,0
BF31\BF31ANHR.JPG,F31,Degraded,1,2,2,1
BF31\BF31ANS.JPG,F31,Degraded,1,1,2,1
BF31\BF31DIHL.JPG,F31,Degraded,2,2,2,4
BF31\BF31DIHR.JPG,F31,Degraded,2,2,2,0
BF31\BF31DIS.JPG,F31,Degraded,2,1,2,2
BF31\BF31HAHL.JPG,F31,Degraded,3,1,3,4
BF31\BF31HAHR.JPG,F31,Degraded,3,2,3,3
BF31\BF31HAS.JPG,F31,Degraded,3,5,3,3
BF31\BF31NEHL.JPG,F31,Degraded,4,1,2,5
BF31\BF31NEHR.JPG,F31,Degraded,4,2,1,0
BF31\BF31NES.JPG,F31,Degraded,4,2,1,5
BF31\BF31SAHL.JPG,F31,Degraded,5,1,0,0
BF31\BF31SAHR.JPG,F31,Degraded,5,1,5,6
BF31\BF31SAS.JPG,F31,Degraded,5,1,6,1
BF31\BF31SUHL.JPG,F31,Degraded,6,1,6,0
BF31\BF31SUHR.JPG,F31,Degraded,6,1,6,6
BF31\BF31SUS.JPG,F31,Degraded,6,1,6,6
BM01\BM01AFHL.JPG,M01,Degraded,0,5,1,1
BM01\BM01AFHR.JPG,M01,Degraded,0,5,0,1
BM01\BM01AFS.JPG,M01,Degraded,0,0,0,4
BM01\BM01ANHL.JPG,M01,Degraded,1,1,1,5
BM01\BM01ANHR.JPG,M01,Degraded,1,2,1,5
BM01\BM01ANS.JPG,M01,Degraded,1,1,1,5
BM01\BM01DIHL.JPG,M01,Degraded,2,5,2,1
BM01\BM01DIHR.JPG,M01,Degraded,2,1,2,1
BM01\BM01DIS.JPG,M01,Degraded,2,1,2,1
BM01\BM01HAHL.JPG,M01,Degraded,3,5,2,3
BM01\BM01HAHR.JPG,M01,Degraded,3,5,3,0
BM01\BM01HAS.JPG,M01,Degraded,3,0,1,3
BM01\BM01NEHL.JPG,M01,Degraded,4,1,1,1
BM01\BM01NEHR.JPG,M01,Degraded,4,1,1,5
BM01\BM01NES.JPG,M01,Degraded,4,5,1,4
BM01\BM01SAHL.JPG,M01,Degraded,5,5,2,1
BM01\BM01SAHR.JPG,M01,Degraded,5,1,2,5
BM01\BM01SAS.JPG,M01,Degraded,5,5,5,5
BM01\BM01SUHL.JPG,M01,Degraded,6,5,6,0
BM01\BM01SUHR.JPG,M01,Degraded,6,5,6,4
BM01\BM01SUS.JPG,M01,Degraded,6,5,6,6
BM15\BM15AFHL.JPG,M15,Degraded,0,5,2,0
BM15\BM15AFHR.JPG,M15,Degraded,0,1,2,1
BM15\BM15AFS.JPG,M15,Degraded,0,0,6,4
BM15\BM15ANHL.JPG,M15,Degraded,1,1,1,0
BM15\BM15ANHR.JPG,M15,Degraded,1,1,1,1
BM15\BM15ANS.JPG,M15,Degraded,1,5,1,1
BM15\BM15DIHL.JPG,M15,Degraded,2,1,2,4
BM15\BM15DIHR.JPG,M15,Degraded,2,1,2,4
BM15\BM15DIS.JPG,M15,Degraded,2,5,2,2
BM15\BM15HAHL.JPG,M15,Degraded,3,1,2,0
BM15\BM15HAHR.JPG,M15,Degraded,3,1,2,3
BM15\BM15HAS.JPG,M15,Degraded,3,5,6,0
BM15\BM15NEHL.JPG,M15,Degraded,4,1,1,1
BM15\BM15NEHR.JPG,M15,Degraded,4,1,1,0
BM15\BM15NES.JPG,M15,Degraded,4,5,6,5
BM15\BM15SAHL.JPG,M15,Degraded,5,1,2,3
BM15\BM15SAHR.JPG,M15,Degraded,5,1,2,5
BM15\BM15SAS.JPG,M15,Degraded,5,1,2,4
BM15\BM15SUHL.JPG,M15,Degraded,6,1,6,0
BM15\BM15SUHR.JPG,M15,Degraded,6,0,6,6
BM15\BM15SUS.JPG,M15,Degraded,6,5,6,6
BM24\BM24AFHL.JPG,M24,Degraded,0,1,0,4
BM24\BM24AFHR.JPG,M24,Degraded,0,0,0,1
BM24\BM24AFS.JPG,M24,Degraded,0,0,0,0
BM24\BM24ANHL.JPG,M24,Degraded,1,5,2,1
BM24\BM24ANHR.JPG,M24,Degraded,1,5,2,1
BM24\BM24ANS.JPG,M24,Degraded,1,1,2,5
BM24\BM24DIHL.JPG,M24,Degraded,2,5,2,1
BM24\BM24DIHR.JPG,M24,Degraded,2,1,2,1
BM24\BM24DIS.JPG,M24,Degraded,2,5,4,5
BM24\BM24HAHL.JPG,M24,Degraded,3,5,3,3
BM24\BM24HAHR.JPG,M24,Degraded,3,5,3,3
BM24\BM24HAS.JPG,M24,Degraded,3,5,3,3
BM24\BM24NEHL.JPG,M24,Degraded,4,1,4,5
BM24\BM24NEHR.JPG,M24,Degraded,4,1,4,5
BM24\BM24NES.JPG,M24,Degraded,4,4,4,4
BM24\BM24SAHL.JPG,M24,Degraded,5,1,0,5
BM24\BM24SAHR.JPG,M24,Degraded,5,5,0,3
BM24\BM24SAS.JPG,M24,Degraded,5,4,5,1
BM24\BM24SUHL.JPG,M24,Degraded,6,0,6,6
BM24\BM24SUHR.JPG,M24,Degraded,6,6,6,6
BM24\BM24SUS.JPG,M24,Degraded,6,6,6,6
BM28\BM28AFHL.JPG,M28,Degraded,0,1,2,0
BM28\BM28AFHR.JPG,M28,Degraded,0,1,2,0
BM28\BM28AFS.JPG,M28,Degraded,0,5,2,1
BM28\BM28ANHL.JPG,M28,Degraded,1,1,1,1
BM28\BM28ANHR.JPG,M28,Degraded,1,1,1,1
BM28\BM28ANS.JPG,M28,Degraded,1,5,1,1
BM28\BM28DIHL.JPG,M28,Degraded,2,1,2,1
BM28\BM28DIHR.JPG,M28,Degraded,2,1,2,1
BM28\BM28DIS.JPG,M28,Degraded,2,5,2,1
BM28\BM28HAHL.JPG,M28,Degraded,3,6,2,3
BM28\BM28HAHR.JPG,M28,Degraded,3,1,2,3
BM28\BM28HAS.JPG,M28,Degraded,3,5,2,3
BM28\BM28NEHL.JPG,M28,Degraded,4,1,1,1
BM28\BM28NEHR.JPG,M28,Degraded,4,1,1,5
BM28\BM28NES.JPG,M28,Degraded,4,5,1,1
BM28\BM28SAHL.JPG,M28,Degraded,5,1,2,2
BM28\BM28SAHR.JPG,M28,Degraded,5,1,2,1
BM28\BM28SAS.JPG,M28,Degraded,5,6,2,5
BM28\BM28SUHL.JPG,M28,Degraded,6,6,2,5
BM28\BM28SUHR.JPG,M28,Degraded,6,6,2,4
BM28\BM28SUS.JPG,M28,Degraded,6,0,2,0
